,text
589,chciałabym ogladac w jakich warunkach rosnie w jakim miejscu i jak jest zbierana i przez kogo że zawiera dużo ważnych witamin i można zrobić z niej wiele ciekawych potraw  ze np jest ujęcie na pole jak ta marchew sobie rosnie ładnie na słońcu i wiadomo ładne niebo i ogólnie sceneria dookoła i potem wypowiedz tego farmera co to hoduje ze np zajmuje się tym od lat wie jak pielęgnować uprawę i to rodzinny interes  jakby uprawę marchwi od kuchni czyli ze ktoś musi wczesnie wstac żeby to zebrać i wkłada w to całe serce  przede wszystkim ze jest zdrowa i warto ją wprowadzić do codziennej diety 
590,korzyści zdrowotne z jedzenia marchwi sielski słoneczny klimat reklamy uświadamiać o korzyściach zdrowotnych jedzenia marchwipromować ekologiczne uprawy rolnik uprawiający marchew opowiada o jej uprawie jego żona o korzyściach z jej jedzenia rodzinę naturęładną pogodęgospodarstwo rolne ekologia zdrowe odżywianie
595,marchewki i badania naukowe że warto je jeść ze względu na pozytywne skutki byly pokazane marchewki i mozliwosci przyrzadzenia ich badania naukowe zachęcajace do jedzenia marchwi  zdrowia rozsadnego odżywiania się dbania o siebie
598,zwizualizowane to jak wyrastajaod małego nasionka aż do dojrzałej marchwi pyszna świeża wyhodowana w ogródku ekologiczna dynamiczny proces dojrzewania marchwi uśmiechniętego rolnika farmera który pokazuje jego pole marchwi wspieramy polski rynek dbamy o każdy szczegół przy by finalny produkt spełniał najwyższe standardy
599,świeży produkt  taki że spożycie marchwi dobrze wpływa na zdrowie oraz wygląd  trudno stwierdzić dobrze wypadłoby pokazanie że z marchwii można zrobić inne rzeczy np sok domowej roboty  świeży produkt plus to co w pytaniu  takie że marchew jest zdrowa i przynosi dużo korzyści zdrowotnych 
600,dużo marchwi w różnych postaciach np soki sałatki itp że są one zdrowe pożywne łatwe w przygotowaniu prawdziwe życie uśmiechniętych ludzi a nie animowaną marchew zależy co adresat chce przekazać
601,nie wiem chyba to jak jest hodowana i kto ją hoduje ze jest zdrowa eko niepryskana i smaczna nic specjalnego produkt zgodny z rzeczywistoscia koniecznosc spozywania kilku porcji warzy w ciagu dnia zwrocenie uwagi na diete ludzi
602,wesołe zabawne marchewki które zachęcają do jedzenia warzyw  np żeby jeść więcej marchwi bo jest smaczna i zdrowa  można przedstawić jakąś zabawną rozmowę marchewek obrazującą ich zalety  animację marchewek i ich dialog  przedstawienie że warzywa są pyszne i dużo fajniejsze od słodyczy 
603,proces wzrostu i certyfikat naturalności  warto jeść marchew  ukazane miejsce w którym rośnie i proces wzrostu przedstawienie certyfikatu naturalności pochodzenia produktu  marchew która urosła oraz ukazanie widzowi jak może sam ją przetworzyć aby zachęcić go do zakupu naturalność produktu i to ile dobrych wartości posiada 
604,jak się obiera nowym urządzeniem  prezentacja nowej obieraczki tryskał sok świeżość marchwi  zdrowotne
606,przygotowywanie dania z marchwi lub jedzenie apetycznie wyglądających surowych marchewek marchew jest smaczna i zdrowa jednocześnie jedzenie marchwi lub krojenie ich przygotowywanie surówki itp ludzie zdrowi dobrze wyglądający którzy jedzą warzywa zdrowy styl życia jedzenie warzyw
608,animacje kreskówki komedia pozytywny wesoły bez nadmiernej moralizacji reklama w formie bajki zwierzęta ekologię
609,soczystą marchewkę jest zdrowa i pożywna żeby to nie było oczywiste że to jest reklama raczej usłyszeć chrupanie  jest t część przyjemności zdrowe odżywianie
610,pomysły na wykorzystanie jej w kuchni np soki chciałabym też posłuchać o jej wlasciwosciach jakie ma w sobie witaminy itp przekazem chyba powinno być zachęcenie ludzi do kupowania i jedzenia marchwi kilku lekarzy piją sok z marchwi i rozmawiają na temat jej właściwości i tego co dobrego może zrobić dla naszego organizmu reklama powinna być słoneczna i w jasnych kolorach pewno być dużo dobrej energii  zdrowy tryb życia
616,szczęśliwych ludzi dostatek rodzinę błogość kuchnię pozytywny lekki błogi pozytywny bez kontrowersji jak najmniej najlepsze byłoby przekazanie samego uczucia zbyt wiele wydazen nie pasowałoby chyba do specyfiki produktu który nie kojarzy się raczej z mnogością wydazen  rodzine jasne aranżacje kuchnie uśmiech otwarcie radość sielskość nowoczesność 
617,zdrowych ludzi i świeże warzywa że marchew jest zdrowa i smaczna i warto ją jeść  marchewka mogłaby skakać i cieszyć się że jest zdrowa i pełna energii  uśmiech może potrawy z marchwi potrzebę zdrowego odżywiania i stylu życia przypomnienie o  porcjach warzyw i owoców 
620,pokazanie historii marchwi od zasadzenia do umieszczenia na półce w sklepie że marchew jest zdrowa i smaczna pokazanie historii marchwi od zasadzenia do umieszczenia na półce w sklepie pokazanie historii marchwi od zasadzenia do umieszczenia na półce w sklepie pokazanie że ekologiczne jest zdrowe
622,ogród ekologiczne uprawy zadowolony rolnik natura pszczoły kwiaty wytwór matki ziemi bez dodatku pestycydówinnej chemii weseli ludzie królik jechący marchewkę dzieci jedzące marchewkę wiele kolorów przede wszystkim pomarańczowy i zielony może jakieś niecodzienne przepisy na dania z marchewki  zdrowe żywienie zero waste uprawy wolne od stosowania chemii 
625,świeże chrupiące bardzo pomarańczowe marchewki warto jeść warzywa gdyż zawierają wiele witamin marchewki są zbierane na polu a następnie jedzone  uśmiechnięte zdrowe osoby należy wspierać polskich producentów i jeść warzywa zamiast śmieciowego jedzenia 
629,świeżą marchew proces jej zbiorów  przekaz mówiący o zaletach płynących ze systematycznego spożywania marchwi w różnych jej postaciach proces sadzenia i zbioru przede wszystkim farme wieś pole marchwi ładny plener zdrowotnośc potrzebę zapewnienia organizmowi witamin które zawierają promowanie zdrowego trybu odżywiania 
631,uprawa ekologiczna humorystyczne pokazana bez narracji zdrowe odżywianie  przedstawienie powstawania produktu przyjazna dla środowiska uprawa pole uprawne zbiór marchwi ekologia zdrowe odżywianie
633,zbiory marchwi w słoneczny dzień jest smaczna słodka chrupiąca i pełna słońca w rodzinnym gospodarstwie pokazany dzień zbiór marchwi prosta sałatka na obiad w domu pełnym dzieci zachód słońca z widokiem na pola  rodzinę  ziemię która nas karmi najlepszym co możliwe
636,proces produkcji chciałabym oglądać pracę rolnika i móc zobaczyć jego poświęcenie podczas siania pielenia czy zbiorów poza nim w reklamie mogłaby oglądać dziecinastolatków  jedzące te marchewki  że warto kupować produkty  polskiego pochodzenia  chciałabym aby marchew była ukazana jako pełnoprawny posilek jak wyzej pracę rolnika i trend jedzenia marchewek jako drugiego śniadania docenienie pracy rolnika przypomnienie o zdrowych przekąskach
637,zdrowe marchewki roślinę w ziemi zdrowe jedzenie cena pochodzenie informacje interesujące świadomego konsumenta zdrowe marchewki roślinę w ziemi zdrowe jedzenie rośliny pochodzące z polski
639,chciałabym żeby reklama skupiała się głównie na przedstawieniu samego produktu bez zbędnych historyjek kompletnie niezwiązanych z tematem reklama powinna zachęcać do zakupu marchwi podkreślając jej zdrowotne aspekty być może warto by było przedstawić także pomysły na przykładowe dania czy napoje które w łatwy i szybki sposób konsument mógłby samodzielnie przygotować we własnym domu przyspieszony proces uprawy warzywa a następnie jego przykładowe wykorzystanie w kuchni dobrym pomysłem byłoby zaangażowanie znanego dietetyka który wskazałby walory produktu zdrowe żywienie zdrowy tryb życia ekologiczne aspekty natura
640,owoce uprawiane tradycyjnie poinformować o miejscu sprzedaży  cenie i sposobie uprawy rodzina mogłaby wspólnie gotować obiad z użyciem tych warzyw produkt taki który kupię w sklepie  reklama mogłaby promować tradycyjne rolnictwo oraz promować zdrowe odżywianie
641,marchew że marchew jest smaczna ludzie śpiewajacy o marchwi dużo marchwi że warzywa sa super zdrowe
643,głównie to warzywo niech będzie w centrum uwagi niech ta reklama będzie treściwa a nie jakoś strasznie długa jeśli chodzi o marchew to niech mówią tam głównie o niej bądź czymś daniem potrawą z nią związaną wartości odżywcze marchwi dobry przepis na danie z nią związane co nakłaniałoby człowieka do kupienia jej bądź zrobienia czegoś pożytecznego z nią  ludzie z zadowoleniem spożywający bądź zbierający marchew przepis na dobre danie  wartości odżywcze tego warzywa
647,świeżość witalność naturę wyobraziłam sobie krople wody na pięknie zielonej rozkwitniętej cześć zielonej marchwi przede wszystkim przekaz nastawiony na zachęcanie do jedzenia patrząc na reklamę powinna mnie ona skłonić do chęci zjedzenia marchwii chciałabym zobaczyć chrupkość marchewki na przykład dźwięk chrupkości krojenia warzywa propozycje wykorzystania warzywa w prostych i szybkich przepisach  moim zdaniem wyczerpałam odpowiedzi w pytaniu wyżej  reklama powinna wskazywać na wartość jaką odbiorca będzie miał z zakupuwykorzystania marchewki może być to wskazanie na wartości odżywcze podkreślenie ilości witamin w marchwi 
652,dzieci zajadające się marchwiami odnosić się do zdrowotnych właściwości  pokazanie dobrych nawyków  ad  zdrowie smak
656,naturalnie wyglądający produkt zachęcający do zdrowej żywności  nie wiem  przede wszystkim marchew może ciekawy sposób jak go przemycić do diety  ilość wartościowych witamin oddziaływanie na organizm i pozytywne skutki oraz zachęcić do zdrowego odżywiania 
657,pomarańczową cerę człowieka królika zachecenie do jedzenia warzyw i zdrowego trybu życia  coś śmiesznego małe dziecko z piękna cerą pijące sok z marchwitrzymająca w ręce pluszaka królika z marchewką  zdrowy tryb życia 
660,ludzi zachowujących się naturalnie warto kupić marchew gotowanie z użyciem marchwi dobry przepis na danie z marchwią marchew jest tania zdrowa istnieje dużo dań w których można jej użyć 
662,oczywiście marchew nie tylko w zwykłej formie ale i różnych dań i soków które można z niej zrobić  promować marchew jako dobry produkt lokalny i jakie są korzyści z jego jedzenia jak marchew się uprawia ekologicznie przez rolników animacje obrazowe jak witaminy z marchwi działają pozytywnie na człowieka zdjęcia pól gdzie są uprawiane i szczęśliwych rolników zajmujących sie nimi właściwości zdrowotne marchwi promowanie polskiej marchwi w wspieraniu lokalnego rynku wzbogacenie diety polaków w wiekszą ilość owoców i warzyw
663,ciekawe nietuzinkowe przepisy na dania z tym warzywem i inne pomysły na jego wykorzystanie że warto kupować ten produkt bo daje dużo korzyści zdrowotnych można go wykorzystać na wiele niebanalnych sposobów aby ktoś pokazał jakie dania można z nią wykonać jakie ozdoby oraz żeby były przedstwione jej wartości odżywcze i ich działanie na zdrowie sposób przyrządzania dań ozdób że warto kupować to warzywo bo jest cennym źródłem witamin i można ją wykorzystać w niebanalny sposób
664,prawdziwy wygląd rzetelność bez przerysowania i idealnosci  nie ważne jaki jesteś jak wyglądasz w środku jesteś taki jaki jesteś czyli super pokazanie wielu rodzai marchwi przetworzenie jej na inne pełnowartościowe sposoby  rolnika wkładający dużo pracy w wyprodukowanie warzywa po tym procesie w sklepie ludzie wybierają „najładniejsze okazy zostawiając przy tym „gorsze lecz nadal równie dobre i pracochłonne dla rolnika  prawdziwość różność docenienie natury docenienie tego co mamy 
666,ładne równe w pełnym kolorze marchewki przekaz o zdrowym wpływie marchewki na organizm człowieka  użycie marchewki w sałatkach sokach itp wpływ witamin na poszczególne części ciała  idee o zdrowym wpływie na organizm i smaku marchewki
668,rodzinę jedzącą potrawę z marchwii zachwycającą się kolorem tegoż warzywa smakiem i zapachem lub wypowiedź eksperta który mówiłby o korzyściach płynących ze spożywania marchwii zachęcić do kupowania zdrowej ekologicznej żywności oraz zachęcić do wspierania polskiego rolnictwa poprzez kupowanie warzyw w tym właśnie marchwii od polskich rolników fajna byłaby wypowiedź eksperta popularnego osobowość medialna w dziedzinie dietetykimedycyny który przedstawiałby zalety spożywania marchwii jakie ma witaminy w jakich jednostkach chorobotwórczych można ją spożywać itp chciałabym zobaczyć jak wygląda uprawa marchwii w sposób ekologiczny i zrównoważony dla środowiska reklama ta powinna promować zdrowe i świadome odżywianie zachęcać do kupowania polskiej żywności wspierania lokalnych rolników oraz zwiększać świadomość społeczeństwa że odżywianie ma wpływ na stan zdrowia
669,świeżą marchewkę jeść zdrowo królika jedzącego marchew królika jedzącego marchew zdrowe jedzenie
671,marchew ukazaną pod każdym kątem  dlaczego warto ją spożywać jej właściwości  dużo żywych kolorów zabawna formuła  ludzi tworzących rodzinę miłą ciepłą atmosferę  zdrowie odżywianie 
676,chciałabym oglądać zadowolonych konsumentów z tego produktu oraz obejrzeć proces powstawania tej marchwii czy jest to typowa masówka czy raczej zadbany złożony proces  przekaz musiałby być prosty coś informującego mnie o tym że ten produkt nie jest szkodliwy ale przekaz nie mógłby być przekoloryzowany coś prostego gdyż na codzień spotykam się z tym produktem a wszelkie zbędne chwyty marketingowe zniechęciłyby mnie do zakupu czegoś tak prostego nie mogłoby zabraknąć stymulacji sensorycznej chętnie usłyszałabym dźwięki wyrywania marchwii jej wydobywanie się z ziemii późniejsze procesy mycia jej usłyszałabym jej chrupiącą teksture dźwięki wydobywane spod noża w momencie przygotowania posiłku z jej udziałem najchętniej zobaczyłabym jakieś piękne miejsce w naturze jakiś piękny ogród wysoko w górach z uprawianymi marchwiami różne ciekawe miejsca uprawy marchwii na świecie coś nieznanego mi i innego niż tylko ogródek czy pole uprawne w polsce natura ekologiczność prostota wielozadaniowość
